distinction_id,channel_id,registry_id,target_distinction_id,registered_recovery,declared_registered_recovery,existence_recovery,optimized_recovery,optimized_target_distinction_id,registered_vs_existence_gap,registered_vs_optimized_gap,theorem_transfer_class,blocked_reason,recovery_provenance_class,registry_digest,manifest_bundle_digest
D_joint,b_flip_noise_3_1_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,b_flip_noise_3_1_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,b_flip_noise_3_1_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,b_flip_noise_3_1_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,b_flip_noise_3_1_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,b_flip_noise_9_1_channel,reg_declared_D_A_E_A,E_A,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,b_flip_noise_9_1_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,b_flip_noise_9_1_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,b_flip_noise_9_1_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,b_flip_noise_9_1_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,b_flip_noise_9_1_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,b_flip_noise_9_1_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,b_preserved_a_erased_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,b_preserved_a_erased_channel,reg_declared_D_B_E_B,E_B,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,b_preserved_a_erased_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,b_preserved_a_erased_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,b_preserved_a_erased_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,b_preserved_a_erased_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,b_preserved_a_erased_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,collapse_to_00_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,collapse_to_00_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,collapse_to_00_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,collapse_to_00_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,collapse_to_00_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,collapse_to_00_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,collapse_to_00_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,copy_a_to_b_channel,reg_declared_D_A_E_A,E_A,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,copy_a_to_b_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,copy_a_to_b_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,copy_a_to_b_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,copy_a_to_b_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,copy_a_to_b_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,copy_a_to_b_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,identity_channel,reg_declared_D_A_E_A,E_A,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,identity_channel,reg_declared_D_B_E_B,E_B,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,identity_channel,reg_declared_D_joint_E_joint,E_joint,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,identity_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,identity_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,identity_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,identity_channel,reg_empty_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,independent_bit_noise_81_9_9_1_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,independent_bit_noise_81_9_9_1_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,independent_bit_noise_81_9_9_1_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,independent_bit_noise_81_9_9_1_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,independent_bit_noise_81_9_9_1_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,independent_bit_noise_81_9_9_1_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,independent_bit_noise_81_9_9_1_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,joint_cycle_channel,reg_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,joint_cycle_channel,reg_declared_D_B_E_B,E_B,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,joint_cycle_channel,reg_declared_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,joint_cycle_channel,reg_declared_D_parity_E_parity,E_parity,0,0,1,1,E_parity,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,joint_cycle_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,joint_cycle_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,joint_cycle_channel,reg_empty_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,parity_preserved_scramble_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,parity_preserved_scramble_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,parity_preserved_scramble_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,parity_preserved_scramble_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,parity_preserved_scramble_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,parity_preserved_scramble_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,parity_preserved_scramble_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,parity_projector_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,parity_projector_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,parity_projector_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,parity_projector_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,parity_projector_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,parity_projector_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,parity_projector_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,swap_bits_channel,reg_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_B,swap_bits_channel,reg_declared_D_B_E_B,E_B,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,swap_bits_channel,reg_declared_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_parity,swap_bits_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_trivial,swap_bits_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_A,swap_bits_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
D_joint,swap_bits_channel,reg_empty_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,7339316e1efaa9778c963da5,d352e73c5ba844a3ed4ae68a
