channel_id,source_distinction_id,best_probability_target_distinction_id,best_probability_decoder_id,best_probability_success,best_probability_success_fraction,best_probability_passes_high_recovery,chance_success_probability,normalized_recovery_advantage,any_exact_support_recoverable,exact_support_target_distinction_ids,support_probability_relation,claim_boundary
asym_A_preserved_B_noisy_p_0_25,D_A,E_A,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_A;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_A_preserved_B_noisy_p_0_25,D_B,E_B,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,0.75,3/4,0,0.5,0.5,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_A_preserved_B_noisy_p_0_25,D_joint,E_joint,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,0.75,3/4,0,0.25,0.6666666666666666,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_A_preserved_B_noisy_p_0_25,D_parity,E_joint,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_joint::bayes_optimal_decoder,0.75,3/4,0,0.5,0.5,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_A_preserved_B_noisy_p_0_25,D_trivial,E_A,dec::asym_A_preserved_B_noisy_p_0_25::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_B_erased_A_preserved,D_A,E_A,dec::asym_B_erased_A_preserved::D_A::E_A::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_A;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_B_erased_A_preserved,D_B,E_A,dec::asym_B_erased_A_preserved::D_B::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_B_erased_A_preserved,D_joint,E_A,dec::asym_B_erased_A_preserved::D_joint::E_A::bayes_optimal_decoder,0.5,1/2,0,0.25,0.3333333333333333,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_B_erased_A_preserved,D_parity,E_A,dec::asym_B_erased_A_preserved::D_parity::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
asym_B_erased_A_preserved,D_trivial,E_A,dec::asym_B_erased_A_preserved::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_00,D_A,E_A,dec::bit_flip_p_0_00::D_A::E_A::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_A;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_00,D_B,E_B,dec::bit_flip_p_0_00::D_B::E_B::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_B;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_00,D_joint,E_joint,dec::bit_flip_p_0_00::D_joint::E_joint::bayes_optimal_decoder,1.0,1,1,0.25,1.0,1,E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_00,D_parity,E_joint,dec::bit_flip_p_0_00::D_parity::E_joint::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_joint;E_parity,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_00,D_trivial,E_A,dec::bit_flip_p_0_00::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_05,D_A,E_A,dec::bit_flip_p_0_05::D_A::E_A::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_05,D_B,E_B,dec::bit_flip_p_0_05::D_B::E_B::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_05,D_joint,E_joint,dec::bit_flip_p_0_05::D_joint::E_joint::bayes_optimal_decoder,0.9025,361/400,0,0.25,0.87,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_05,D_parity,E_joint,dec::bit_flip_p_0_05::D_parity::E_joint::bayes_optimal_decoder,0.905,181/200,0,0.5,0.81,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_05,D_trivial,E_A,dec::bit_flip_p_0_05::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_10,D_A,E_A,dec::bit_flip_p_0_10::D_A::E_A::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_10,D_B,E_B,dec::bit_flip_p_0_10::D_B::E_B::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_10,D_joint,E_joint,dec::bit_flip_p_0_10::D_joint::E_joint::bayes_optimal_decoder,0.81,81/100,0,0.25,0.7466666666666667,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_10,D_parity,E_joint,dec::bit_flip_p_0_10::D_parity::E_joint::bayes_optimal_decoder,0.82,41/50,0,0.5,0.64,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_10,D_trivial,E_A,dec::bit_flip_p_0_10::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_25,D_A,E_A,dec::bit_flip_p_0_25::D_A::E_A::bayes_optimal_decoder,0.75,3/4,0,0.5,0.5,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_25,D_B,E_B,dec::bit_flip_p_0_25::D_B::E_B::bayes_optimal_decoder,0.75,3/4,0,0.5,0.5,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_25,D_joint,E_joint,dec::bit_flip_p_0_25::D_joint::E_joint::bayes_optimal_decoder,0.5625,9/16,0,0.25,0.4166666666666667,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_25,D_parity,E_joint,dec::bit_flip_p_0_25::D_parity::E_joint::bayes_optimal_decoder,0.625,5/8,0,0.5,0.25,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_25,D_trivial,E_A,dec::bit_flip_p_0_25::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_50,D_A,E_A,dec::bit_flip_p_0_50::D_A::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_50,D_B,E_A,dec::bit_flip_p_0_50::D_B::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_50,D_joint,E_A,dec::bit_flip_p_0_50::D_joint::E_A::bayes_optimal_decoder,0.25,1/4,0,0.25,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_50,D_parity,E_A,dec::bit_flip_p_0_50::D_parity::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
bit_flip_p_0_50,D_trivial,E_A,dec::bit_flip_p_0_50::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_bitflip_0_10_then_0_25,D_A,E_A,dec::comp_bitflip_0_10_then_0_25::D_A::E_A::bayes_optimal_decoder,0.7,7/10,0,0.5,0.4,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_bitflip_0_10_then_0_25,D_B,E_B,dec::comp_bitflip_0_10_then_0_25::D_B::E_B::bayes_optimal_decoder,0.7,7/10,0,0.5,0.4,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_bitflip_0_10_then_0_25,D_joint,E_joint,dec::comp_bitflip_0_10_then_0_25::D_joint::E_joint::bayes_optimal_decoder,0.49,49/100,0,0.25,0.32,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_bitflip_0_10_then_0_25,D_parity,E_joint,dec::comp_bitflip_0_10_then_0_25::D_parity::E_joint::bayes_optimal_decoder,0.58,29/50,0,0.5,0.16,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_bitflip_0_10_then_0_25,D_trivial,E_A,dec::comp_bitflip_0_10_then_0_25::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_identity_then_marginal_degrade_0_10,D_A,E_A,dec::comp_identity_then_marginal_degrade_0_10::D_A::E_A::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_identity_then_marginal_degrade_0_10,D_B,E_B,dec::comp_identity_then_marginal_degrade_0_10::D_B::E_B::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_identity_then_marginal_degrade_0_10,D_joint,E_joint,dec::comp_identity_then_marginal_degrade_0_10::D_joint::E_joint::bayes_optimal_decoder,0.9,9/10,0,0.25,0.8666666666666667,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_identity_then_marginal_degrade_0_10,D_parity,E_joint,dec::comp_identity_then_marginal_degrade_0_10::D_parity::E_joint::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
comp_identity_then_marginal_degrade_0_10,D_trivial,E_A,dec::comp_identity_then_marginal_degrade_0_10::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
identity_channel,D_A,E_A,dec::identity_channel::D_A::E_A::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_A;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
identity_channel,D_B,E_B,dec::identity_channel::D_B::E_B::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_B;E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
identity_channel,D_joint,E_joint,dec::identity_channel::D_joint::E_joint::bayes_optimal_decoder,1.0,1,1,0.25,1.0,1,E_joint,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
identity_channel,D_parity,E_joint,dec::identity_channel::D_parity::E_joint::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_joint;E_parity,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
identity_channel,D_trivial,E_A,dec::identity_channel::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_10,D_A,E_A,dec::marginal_joint_degrade_q_0_10::D_A::E_A::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_10,D_B,E_B,dec::marginal_joint_degrade_q_0_10::D_B::E_B::bayes_optimal_decoder,0.95,19/20,1,0.5,0.9,0,,probabilistic_without_exact_support,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_10,D_joint,E_joint,dec::marginal_joint_degrade_q_0_10::D_joint::E_joint::bayes_optimal_decoder,0.9,9/10,0,0.25,0.8666666666666667,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_10,D_parity,E_joint,dec::marginal_joint_degrade_q_0_10::D_parity::E_joint::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_10,D_trivial,E_A,dec::marginal_joint_degrade_q_0_10::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_20,D_A,E_A,dec::marginal_joint_degrade_q_0_20::D_A::E_A::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_20,D_B,E_B,dec::marginal_joint_degrade_q_0_20::D_B::E_B::bayes_optimal_decoder,0.9,9/10,0,0.5,0.8,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_20,D_joint,E_joint,dec::marginal_joint_degrade_q_0_20::D_joint::E_joint::bayes_optimal_decoder,0.8,4/5,0,0.25,0.7333333333333333,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_20,D_parity,E_joint,dec::marginal_joint_degrade_q_0_20::D_parity::E_joint::bayes_optimal_decoder,0.8,4/5,0,0.5,0.6,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
marginal_joint_degrade_q_0_20,D_trivial,E_A,dec::marginal_joint_degrade_q_0_20::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
output_marginal_matched_uniform,D_A,E_A,dec::output_marginal_matched_uniform::D_A::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
output_marginal_matched_uniform,D_B,E_A,dec::output_marginal_matched_uniform::D_B::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
output_marginal_matched_uniform,D_joint,E_A,dec::output_marginal_matched_uniform::D_joint::E_A::bayes_optimal_decoder,0.25,1/4,0,0.25,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
output_marginal_matched_uniform,D_parity,E_A,dec::output_marginal_matched_uniform::D_parity::E_A::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
output_marginal_matched_uniform,D_trivial,E_A,dec::output_marginal_matched_uniform::D_trivial::E_A::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A;E_B;E_joint;E_parity;E_trivial,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_A_channel,D_A,E_A_marg,dec::projection_A_channel::D_A::E_A_marg::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_A_marg,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_A_channel,D_B,E_A_marg,dec::projection_A_channel::D_B::E_A_marg::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_A_channel,D_joint,E_A_marg,dec::projection_A_channel::D_joint::E_A_marg::bayes_optimal_decoder,0.5,1/2,0,0.25,0.3333333333333333,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_A_channel,D_parity,E_A_marg,dec::projection_A_channel::D_parity::E_A_marg::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_A_channel,D_trivial,E_A_marg,dec::projection_A_channel::D_trivial::E_A_marg::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_A_marg;E_trivial_A,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_B_channel,D_A,E_B_marg,dec::projection_B_channel::D_A::E_B_marg::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_B_channel,D_B,E_B_marg,dec::projection_B_channel::D_B::E_B_marg::bayes_optimal_decoder,1.0,1,1,0.5,1.0,1,E_B_marg,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_B_channel,D_joint,E_B_marg,dec::projection_B_channel::D_joint::E_B_marg::bayes_optimal_decoder,0.5,1/2,0,0.25,0.3333333333333333,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_B_channel,D_parity,E_B_marg,dec::projection_B_channel::D_parity::E_B_marg::bayes_optimal_decoder,0.5,1/2,0,0.5,0.0,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
projection_B_channel,D_trivial,E_B_marg,dec::projection_B_channel::D_trivial::E_B_marg::bayes_optimal_decoder,1.0,1,1,1.0,0.0,1,E_B_marg;E_trivial_B,exact_and_high_probability,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
random_channel_same_output_entropy_seed_17,D_A,E_joint,dec::random_channel_same_output_entropy_seed_17::D_A::E_joint::bayes_optimal_decoder,0.6875,11/16,0,0.5,0.375,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
random_channel_same_output_entropy_seed_17,D_B,E_B,dec::random_channel_same_output_entropy_seed_17::D_B::E_B::bayes_optimal_decoder,0.625,5/8,0,0.5,0.25,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
random_channel_same_output_entropy_seed_17,D_joint,E_joint,dec::random_channel_same_output_entropy_seed_17::D_joint::E_joint::bayes_optimal_decoder,0.5,1/2,0,0.25,0.3333333333333333,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
random_channel_same_output_entropy_seed_17,D_parity,E_A,dec::random_channel_same_output_entropy_seed_17::D_parity::E_A::bayes_optimal_decoder,0.6875,11/16,0,0.5,0.375,0,,neither_exact_nor_high,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim"
