distinction_id,channel_id,registry_id,target_distinction_id,registered_recovery,declared_registered_recovery,existence_recovery,optimized_recovery,optimized_target_distinction_id,registered_vs_existence_gap,registered_vs_optimized_gap,theorem_transfer_class,blocked_reason,recovery_provenance_class,registry_digest,manifest_bundle_digest
D_parity,b_flip_noise_9_1_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,b_flip_noise_9_1_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,b_flip_noise_9_1_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,b_flip_noise_9_1_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,b_preserved_ac_erased_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,b_preserved_ac_erased_channel,reg_declared_D_B_E_B,E_B,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,b_preserved_ac_erased_channel,reg_declared_D_C_E_C,E_C,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,b_preserved_ac_erased_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,b_preserved_ac_erased_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,b_preserved_ac_erased_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,b_preserved_ac_erased_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,b_preserved_ac_erased_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,c_flip_noise_9_1_channel,reg_declared_D_A_E_A,E_A,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,c_flip_noise_9_1_channel,reg_declared_D_B_E_B,E_B,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,c_flip_noise_9_1_channel,reg_declared_D_C_E_C,E_C,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,c_flip_noise_9_1_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,c_flip_noise_9_1_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,c_flip_noise_9_1_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,c_flip_noise_9_1_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,c_flip_noise_9_1_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,c_preserved_ab_erased_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,c_preserved_ab_erased_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,c_preserved_ab_erased_channel,reg_declared_D_C_E_C,E_C,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,c_preserved_ab_erased_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,c_preserved_ab_erased_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,c_preserved_ab_erased_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,c_preserved_ab_erased_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,c_preserved_ab_erased_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,collapse_to_000_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,collapse_to_000_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,collapse_to_000_channel,reg_declared_D_C_E_C,E_C,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,collapse_to_000_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,collapse_to_000_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,collapse_to_000_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,collapse_to_000_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,collapse_to_000_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,copy_a_to_all_channel,reg_declared_D_A_E_A,E_A,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,copy_a_to_all_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,copy_a_to_all_channel,reg_declared_D_C_E_C,E_C,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,copy_a_to_all_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,copy_a_to_all_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,copy_a_to_all_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,copy_a_to_all_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_parity,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,copy_a_to_all_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,identity_channel,reg_declared_D_A_E_A,E_A,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,identity_channel,reg_declared_D_B_E_B,E_B,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,identity_channel,reg_declared_D_C_E_C,E_C,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,identity_channel,reg_declared_D_joint_E_joint,E_joint,1,1,1,1,E_joint,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,identity_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,identity_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,identity_channel,reg_bad_declared_D_A_E_A,E_A,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,identity_channel,reg_empty_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,independent_bit_noise_729_81_9_1_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,independent_bit_noise_729_81_9_1_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,independent_bit_noise_729_81_9_1_channel,reg_declared_D_C_E_C,E_C,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,independent_bit_noise_729_81_9_1_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,independent_bit_noise_729_81_9_1_channel,reg_declared_D_parity_E_parity,E_parity,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,independent_bit_noise_729_81_9_1_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,independent_bit_noise_729_81_9_1_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,independent_bit_noise_729_81_9_1_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_joint,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,joint_cycle_channel,reg_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,joint_cycle_channel,reg_declared_D_B_E_B,E_B,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,joint_cycle_channel,reg_declared_D_C_E_C,E_C,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,joint_cycle_channel,reg_declared_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,joint_cycle_channel,reg_declared_D_parity_E_parity,E_parity,0,0,1,1,E_parity,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,joint_cycle_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,joint_cycle_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,joint_cycle_channel,reg_empty_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,parity_preserved_scramble_channel,reg_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,parity_preserved_scramble_channel,reg_declared_D_B_E_B,E_B,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,parity_preserved_scramble_channel,reg_declared_D_C_E_C,E_C,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,parity_preserved_scramble_channel,reg_declared_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,parity_preserved_scramble_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,parity_preserved_scramble_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,parity_preserved_scramble_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,0,E_trivial,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,parity_preserved_scramble_channel,reg_empty_D_joint_E_joint,E_joint,0,0,0,0,E_parity,0,0,not_recovered,no_registered_or_exact_capacity_recovery,not_recovered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,rotate_bits_channel,reg_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_B,rotate_bits_channel,reg_declared_D_B_E_B,E_B,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_C,rotate_bits_channel,reg_declared_D_C_E_C,E_C,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,rotate_bits_channel,reg_declared_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_parity,rotate_bits_channel,reg_declared_D_parity_E_parity,E_parity,1,1,1,1,E_parity,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_trivial,rotate_bits_channel,reg_declared_D_trivial_E_trivial,E_trivial,1,1,1,1,E_trivial,0,0,declared_registered_recovery_ready,,declared_registered,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_A,rotate_bits_channel,reg_bad_declared_D_A_E_A,E_A,0,0,0,1,E_joint,0,1,optimized_diagnostic_only,optimized_policy_not_declared_registry,optimized_diagnostic,04d7e4966300f0b823be24bf,963969f9025c172447f53735
D_joint,rotate_bits_channel,reg_empty_D_joint_E_joint,E_joint,0,0,1,1,E_joint,1,1,existence_capacity_only,declared_registry_did_not_recover,existence_capacity,04d7e4966300f0b823be24bf,963969f9025c172447f53735
