space,rule_id,stratum,q,radius,table_digest,depends_center,relation_degree,relation_complete,self_only,left_right_asymmetry,output_entropy,temporal_irreversibility_proxy,directional_consequence,DAR_complete_structural,DAR_asymmetric_structural,table_json,target_role
q3_radius1,q3r1_s7_0011,S7_symmetric_control,3,1,2c28c54b5835,True,2,True,False,0.0,1.5061046842206038,0.0497537427318766,0.0,True,False,"[0,2,2,2,1,1,2,1,1,2,2,2,1,0,0,1,0,1,2,2,2,1,0,1,1,1,2]",leaked_control
q3_radius1,q3r1_s7_0012,S7_symmetric_control,3,1,c5ab620d6aec,True,2,True,False,0.0,1.5175287893989995,0.0425459348668969,0.0,True,False,"[0,1,2,1,2,0,2,0,1,1,1,1,2,0,2,0,1,1,2,1,1,0,2,1,1,1,0]",leaked_control
q3_radius1,q3r1_s7_0013,S7_symmetric_control,3,1,63414d7e5700,True,2,True,False,0.0,1.5677116575334586,0.0108840702413137,0.0,False,False,"[0,0,2,0,2,0,1,0,1,0,1,2,2,2,1,0,1,0,2,2,1,0,1,0,1,0,2]",leaked_control
q3_radius1,q3r1_s7_0014,S7_symmetric_control,3,1,7bb207d0fa51,True,2,True,False,0.0,1.5677116575334586,0.0108840702413137,0.0,False,False,"[0,1,0,0,2,1,0,2,0,1,0,2,2,1,1,2,2,0,0,2,2,1,1,1,0,0,0]",leaked_control
q3_radius1,q3r1_s7_0016,S7_symmetric_control,3,1,987170cb525e,True,2,True,False,0.0,1.4277655050602365,0.0991802617345176,0.0,True,False,"[0,2,2,2,1,2,0,2,1,2,0,2,1,1,1,2,0,2,2,2,1,2,1,2,1,2,1]",leaked_control
q3_radius1,q3r1_s7_0017,S7_symmetric_control,3,1,e78479f56d52,True,2,True,False,0.0,1.5304930567574826,0.0343663928571748,0.0,True,False,"[0,2,2,2,0,0,2,1,2,2,2,1,0,1,0,1,2,0,2,1,1,0,0,2,2,0,2]",leaked_control
q3_radius1,q3r1_s7_0018,S7_symmetric_control,3,1,0c2a8d3637da,True,2,True,False,0.0,1.5448491887169091,0.0253086820577744,0.0,True,False,"[0,2,0,2,0,1,2,1,0,2,0,1,0,1,1,1,2,1,0,1,1,1,1,2,0,1,2]",leaked_control
q3_radius1,q3r1_s7_0021,S7_symmetric_control,3,1,3b9db0b47215,True,2,True,False,0.0,1.3876892931631746,0.1244655362308082,0.0,True,False,"[0,0,2,1,0,0,0,2,0,0,2,0,0,1,2,2,2,2,2,0,2,0,2,1,0,2,0]",leaked_control
q3_radius1,q3r1_s7_0022,S7_symmetric_control,3,1,ea75aa6ea6db,True,2,True,False,0.0,1.5175287893989995,0.0425459348668969,0.0,True,False,"[0,0,2,0,2,1,1,0,1,0,2,2,2,0,0,0,0,0,2,2,1,1,0,1,1,0,0]",leaked_control
q3_radius1,q3r1_s7_0023,S7_symmetric_control,3,1,39409b7201a9,True,2,True,False,0.0,1.5677116575334584,0.0108840702413138,0.0,False,False,"[0,1,2,2,2,2,1,1,1,1,2,2,2,0,0,1,1,0,2,2,0,2,0,0,1,0,2]",leaked_control
q3_radius1,q3r1_s7_0024,S7_symmetric_control,3,1,248b08cdcf01,True,2,True,False,0.0,1.478434599662112,0.0672116223636672,0.0,True,False,"[0,2,1,1,2,0,2,1,1,2,0,2,2,0,2,1,0,2,1,2,2,0,2,2,1,2,2]",leaked_control
q2_radius2,q2r2_s1_0004,S1_random_unbiased,2,2,8a2b989c5a9e,True,4,True,False,0.25,0.954434002924965,0.0455659970750349,0.0,True,True,"[1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1]",candidate
q2_radius2,q2r2_s1_0043,S1_random_unbiased,2,2,82c08174aca5,True,4,True,False,0.4375,0.9971803988942642,0.0028196011057357,0.0,False,False,"[1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1]",candidate
q2_radius2,q2r2_s2_0007,S2_quiescent_preserving,2,2,4d377ec81d5f,True,4,True,False,0.4375,1.0,0.0,0.0,False,False,"[0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0]",candidate
q2_radius2,q2r2_s4_0030,S4_neighbor_dependent,2,2,53799baa0801,True,4,True,False,0.4375,0.9886994082884974,0.0113005917115025,0.0,False,False,"[0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0]",candidate
q2_radius2,q2r2_s7_0002,S7_symmetric_control,2,2,9ed43f828770,True,4,True,False,0.0,0.9886994082884974,0.0113005917115025,0.0,False,False,"[0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1]",leaked_control
q2_radius2,q2r2_s7_0005,S7_symmetric_control,2,2,e8c8dc946ea5,True,4,True,False,0.0,0.9886994082884974,0.0113005917115025,0.0,False,False,"[0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0]",leaked_control
q2_radius2,q2r2_s7_0006,S7_symmetric_control,2,2,8959036a564c,True,4,True,False,0.0,0.9971803988942642,0.0028196011057357,0.0,False,False,"[0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1]",leaked_control
q2_radius2,q2r2_s7_0007,S7_symmetric_control,2,2,1f20fa194a4e,True,4,True,False,0.0,0.9971803988942642,0.0028196011057357,0.0,False,False,"[0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1]",leaked_control
q2_radius2,q2r2_s7_0009,S7_symmetric_control,2,2,194743abf6da,True,4,True,False,0.0,0.9744894033980523,0.0255105966019476,0.0,True,False,"[0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1]",leaked_control
q2_radius2,q2r2_s7_0010,S7_symmetric_control,2,2,dce1d1a888b9,True,4,True,False,0.0,1.0,0.0,0.0,False,False,"[0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1]",leaked_control
q2_radius2,q2r2_s7_0011,S7_symmetric_control,2,2,c26e87e5ce8b,True,4,True,False,0.0,0.954434002924965,0.0455659970750349,0.0,True,False,"[0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1]",leaked_control
q2_radius2,q2r2_s7_0012,S7_symmetric_control,2,2,cbe0b59fca60,True,4,True,False,0.0,0.9971803988942642,0.0028196011057357,0.0,False,False,"[0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1]",leaked_control
q2_radius2,q2r2_s7_0014,S7_symmetric_control,2,2,82e878d921f3,True,4,True,False,0.0,0.9283620723948676,0.0716379276051324,0.0,True,False,"[0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1]",leaked_control
q2_radius2,q2r2_s7_0016,S7_symmetric_control,2,2,f36072cd4a8d,True,4,True,False,0.0,0.9744894033980523,0.0255105966019476,0.0,True,False,"[0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0]",leaked_control
q2_radius2,q2r2_s7_0017,S7_symmetric_control,2,2,a36d20ef764a,True,4,True,False,0.0,0.9886994082884974,0.0113005917115025,0.0,False,False,"[0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0]",leaked_control
q2_radius2,q2r2_s7_0019,S7_symmetric_control,2,2,c2fda5902a74,True,4,True,False,0.0,0.9971803988942642,0.0028196011057357,0.0,False,False,"[0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0]",leaked_control
q2_radius2,q2r2_s7_0021,S7_symmetric_control,2,2,87c7b858c9a0,True,4,True,False,0.0,0.9744894033980523,0.0255105966019476,0.0,True,False,"[0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0]",leaked_control
q2_radius2,q2r2_s7_0023,S7_symmetric_control,2,2,eb46ef85f13e,True,4,True,False,0.0,0.9886994082884974,0.0113005917115025,0.0,False,False,"[0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0]",leaked_control
q2_radius2,q2r2_s7_0024,S7_symmetric_control,2,2,aabd0adbdca5,True,4,True,False,0.0,0.9971803988942642,0.0028196011057357,0.0,False,False,"[0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1]",leaked_control
q2_radius2,q2r2_s8_0007,S8_self_only_control,2,2,4d1e064082a1,True,4,True,False,0.0625,0.9971803988942642,0.0028196011057357,0.0,False,False,"[0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1]",leaked_control
ECA_anchor,ECA_169,ECA_anchor,2,1,ef3e63a047cc,True,2,True,False,0.25,1.0,0.0,0.0,False,False,"[1,0,0,1,0,1,0,1]",ECA_anchor
ECA_anchor,ECA_225,ECA_anchor,2,1,a97bbb108e88,True,2,True,False,0.25,1.0,0.0,0.0,False,False,"[1,0,0,0,0,1,1,1]",ECA_anchor
ECA_anchor,ECA_73,ECA_anchor,2,1,06923fe1be19,True,2,True,False,0.0,0.954434002924965,0.0455659970750349,0.0,True,False,"[1,0,0,1,0,0,1,0]",ECA_anchor
ECA_anchor,ECA_109,ECA_anchor,2,1,ccb3a3a4da7a,True,2,True,False,0.0,0.954434002924965,0.0455659970750349,0.0,True,False,"[1,0,1,1,0,1,1,0]",ECA_anchor
ECA_anchor,ECA_54,ECA_anchor,2,1,3de18eb22934,True,2,True,False,0.0,1.0,0.0,0.0,False,False,"[0,1,1,0,1,1,0,0]",ECA_anchor
